Order ID,Customer ID,Item ID,Export Flag,Dangerous Flag,Derived Scenario,Scenario Used,Planned Steps,As Is Steps
ORD0050,CUS0014,ITE0013,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0006|PR0004|PR0005|PR0003|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0051,CUS0006,ITE0022,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0052,CUS0013,ITE0035,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0053,CUS0013,ITE0021,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0054,CUS0005,ITE0044,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0055,CUS0019,ITE0014,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0012|PR0004|PR0014|PR0003|PR0006
ORD0056,CUS0014,ITE0036,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0008|PR0006|PR0007|PR0013|PR0005|PR0009|PR0010|PR0011|PR0012
ORD0057,CUS0007,ITE0015,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0011|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0001|PR0012
ORD0058,CUS0005,ITE0030,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0011|PR0010|PR0012
ORD0059,CUS0007,ITE0017,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0013|PR0007|PR0006|PR0008|PR0009|PR0011|PR0012
ORD0060,CUS0008,ITE0037,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0006|PR0002|PR0003|PR0004|PR0005|PR0014|PR0001|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0061,CUS0001,ITE0018,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0062,CUS0009,ITE0014,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0063,CUS0004,ITE0038,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0064,CUS0016,ITE0016,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0008|PR0004|PR0005|PR0006|PR0007|PR0013|PR0003|PR0009|PR0010|PR0011
ORD0065,CUS0014,ITE0036,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0066,CUS0008,ITE0048,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0014|PR0003|PR0004|PR0001|PR0012|PR0006
ORD0067,CUS0019,ITE0023,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0068,CUS0013,ITE0016,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0004|PR0003|PR0002|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0012
ORD0069,CUS0013,ITE0011,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0012|PR0003|PR0004|PR0014|PR0001|PR0006
ORD0070,CUS0011,ITE0024,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0004|PR0003|PR0002|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0071,CUS0015,ITE0042,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0072,CUS0002,ITE0049,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0073,CUS0017,ITE0027,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0012|PR0014|PR0004|PR0006
ORD0074,CUS0004,ITE0031,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0075,CUS0003,ITE0043,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0076,CUS0004,ITE0022,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0077,CUS0007,ITE0045,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0078,CUS0005,ITE0030,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0079,CUS0005,ITE0010,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0080,CUS0011,ITE0043,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0014|PR0003|PR0004|PR0001|PR0012|PR0006
ORD0081,CUS0012,ITE0025,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0082,CUS0003,ITE0011,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0083,CUS0019,ITE0021,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0084,CUS0001,ITE0040,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0085,CUS0019,ITE0008,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0086,CUS0007,ITE0010,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0013|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0087,CUS0011,ITE0003,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0088,CUS0018,ITE0012,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0089,CUS0007,ITE0004,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
ORD0090,CUS0014,ITE0012,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0091,CUS0006,ITE0014,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0010|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0003|PR0011|PR0012
ORD0092,CUS0019,ITE0039,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0093,CUS0001,ITE0042,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0094,CUS0011,ITE0032,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0095,CUS0007,ITE0026,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0096,CUS0019,ITE0050,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0097,CUS0003,ITE0028,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0098,CUS0018,ITE0025,2,2,SCE005,SCE005,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006,PR0001|PR0003|PR0004|PR0014|PR0012|PR0006
ORD0099,CUS0004,ITE0005,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0007|PR0005|PR0014|PR0006|PR0004|PR0008|PR0009|PR0010|PR0011|PR0012
ORD0100,CUS0017,ITE0026,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0014|PR0006|PR0007|PR0008|PR0013|PR0009|PR0010|PR0011|PR0012
