Order ID,Customer ID,Item ID,Export Flag,Dangerous Flag,Derived Scenario,Scenario Used,Planned Steps,As Is Steps,Breach Type,Breach Details
ORD4743,CUS3639,ITE5151,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,None,No breach
ORD4743,CUS3639,ITE5154,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,None,No breach
ORD4744,CUS3638,ITE5152,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,None,No breach
ORD4744,CUS3638,ITE5155,1,2,SCE002,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0009|PR0010|PR0011|PR0012|PR0013,missing,Missing: PR0008
ORD4744,CUS3638,ITE5154,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,None,No breach
ORD4745,CUS3639,ITE5155,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,None,No breach
ORD4745,CUS3639,ITE5151,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,None,No breach
ORD4745,CUS3639,ITE5155,2,1,SCE003,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0001|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,missing,Missing: PR0002
ORD4746,CUS3636,ITE5153,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,None,No breach
ORD4746,CUS3636,ITE5151,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,None,No breach
ORD4746,CUS3636,ITE5152,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,None,No breach
ORD4747,CUS3639,ITE5153,2,2,SCE004,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0012|PR0013|PR0014,missing,Missing: PR0011
ORD4747,CUS3639,ITE5156,2,2,SCE004,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0006|PR0002|PR0001|PR0008|PR0013|PR0005|PR0007|PR0014|PR0010|PR0009|PR0012|PR0004|PR0003|PR0011,out of order,"Wrong order: PR0001≠PR0006, PR0003≠PR0001, PR0004≠PR0008, PR0005≠PR0013, PR0006≠PR0005, PR0008≠PR0014, PR0009≠PR0010, PR0010≠PR0009, PR0011≠PR0012, PR0012≠PR0004, PR0013≠PR0003, PR0014≠PR0011"
ORD4747,CUS3639,ITE5151,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,None,No breach
ORD4748,CUS3636,ITE5154,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,None,No breach
ORD4748,CUS3636,ITE5153,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,None,No breach
ORD4748,CUS3636,ITE5153,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,None,No breach
ORD4749,CUS3638,ITE5155,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,None,No breach
ORD4749,CUS3638,ITE5153,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,None,No breach
ORD4749,CUS3638,ITE5151,2,1,SCE003,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0010|PR0011|PR0012|PR0014,missing,Missing: PR0009
ORD4750,CUS3639,ITE5151,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,None,No breach
ORD4750,CUS3639,ITE5156,1,1,SCE001,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,missing,Missing: PR0005
ORD4750,CUS3639,ITE5152,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,None,No breach
ORD4751,CUS3637,ITE5152,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,None,No breach
ORD4751,CUS3637,ITE5153,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,None,No breach
ORD4751,CUS3637,ITE5152,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,None,No breach
ORD4752,CUS3637,ITE5154,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,None,No breach
ORD4752,CUS3637,ITE5155,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,None,No breach
ORD4752,CUS3637,ITE5155,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,None,No breach
ORD4753,CUS3637,ITE5153,2,2,SCE004,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,missing,Missing: PR0013
ORD4753,CUS3637,ITE5151,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,None,No breach
ORD4753,CUS3637,ITE5151,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,None,No breach
ORD4754,CUS3638,ITE5153,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,None,No breach
ORD4754,CUS3638,ITE5154,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,None,No breach
ORD4754,CUS3638,ITE5153,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,None,No breach
ORD4755,CUS3636,ITE5155,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,None,No breach
ORD4755,CUS3636,ITE5151,2,1,SCE003,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0001|PR0002|PR0003|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,missing,Missing: PR0004
ORD4755,CUS3636,ITE5153,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,None,No breach
ORD4756,CUS3636,ITE5153,1,2,SCE002,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,missing,Missing: PR0001
ORD4756,CUS3636,ITE5154,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,None,No breach
ORD4756,CUS3636,ITE5156,2,1,SCE003,SCE003,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,None,No breach
ORD4757,CUS3638,ITE5154,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,None,No breach
ORD4757,CUS3638,ITE5153,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,None,No breach
ORD4757,CUS3638,ITE5156,1,1,SCE001,SCE001,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,None,No breach
ORD4758,CUS3639,ITE5153,2,2,SCE004,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0004|PR0007|PR0001|PR0012|PR0003|PR0011|PR0006|PR0009|PR0014|PR0008|PR0010|PR0005|PR0013|PR0002,out of order,"Wrong order: PR0001≠PR0004, PR0002≠PR0007, PR0003≠PR0001, PR0004≠PR0012, PR0005≠PR0003, PR0006≠PR0011, PR0007≠PR0006, PR0008≠PR0009, PR0009≠PR0014, PR0010≠PR0008, PR0011≠PR0010, PR0012≠PR0005, PR0014≠PR0002"
ORD4758,CUS3639,ITE5156,2,2,SCE004,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0013|PR0014,missing,Missing: PR0012
ORD4758,CUS3639,ITE5153,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,None,No breach
ORD4759,CUS3636,ITE5155,2,2,SCE004,SCE004,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,None,No breach
ORD4759,CUS3636,ITE5153,1,1,SCE001,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012,PR0004|PR0011|PR0007|PR0003|PR0009|PR0010|PR0012|PR0001|PR0006|PR0008|PR0005|PR0002,out of order,"Wrong order: PR0001≠PR0004, PR0002≠PR0011, PR0003≠PR0007, PR0004≠PR0003, PR0005≠PR0009, PR0006≠PR0010, PR0007≠PR0012, PR0008≠PR0001, PR0009≠PR0006, PR0010≠PR0008, PR0011≠PR0005, PR0012≠PR0002"
ORD4759,CUS3636,ITE5156,1,2,SCE002,SCE002,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,None,No breach
ORD4760,CUS3640,ITE5153,1,2,SCE002,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013,missing,Missing: PR0007
ORD4760,CUS3640,ITE5153,2,2,SCE004,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0013|PR0014,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0010|PR0011|PR0012|PR0013|PR0014,missing,Missing: PR0009
ORD4760,CUS3640,ITE5154,2,1,SCE003,SCE005,PR0001|PR0002|PR0003|PR0004|PR0005|PR0006|PR0007|PR0008|PR0009|PR0010|PR0011|PR0012|PR0014,PR0003|PR0012|PR0005|PR0008|PR0002|PR0007|PR0009|PR0014|PR0001|PR0010|PR0004|PR0006|PR0011,out of order,"Wrong order: PR0001≠PR0003, PR0002≠PR0012, PR0003≠PR0005, PR0004≠PR0008, PR0005≠PR0002, PR0006≠PR0007, PR0007≠PR0009, PR0008≠PR0014, PR0009≠PR0001, PR0011≠PR0004, PR0012≠PR0006, PR0014≠PR0011"
